Booking_id,booking_Date,Customer_ID,State,City,Occupation,purpose_of_trip,Destination_place,Hotel_name,Mode_of_transport,Age,Marital_Status,trip_type,days_of_stay,Amount_Spent,booking_channel,Payment_method,repeated_customer,Trip_Score,Destination_Score,Total_Satisfication_Score
2167,01-07-2021,924,Andhra Pradesh,Srikakulam,Government-sector,Leisure,Amritsar, Acron Waterfront Resort        ,Bus,60,Married,Round-trip,2,10500,mobile,Cash,yes,4,10,7.0
1916,11-09-2020,1,Andhra Pradesh,Adoni,IT,Leisure,Shimla, Rambagh Palace                 ,Ship,21,Married,Multi-city,12,24100,mobile,Credit_card,yes,4,10,7.0
2668,23-11-2021,804,Andhra Pradesh,Chilakaluripet,Finance,Business,Amritsar, The Oberoi Udaivilas           ,Bus,61,Married,Round-trip,5,16700,travel agent,Credit_card,yes,5,6,5.5
1333,31-05-2022,50,Andhra Pradesh,Peddapuram,IT,Leisure,Shimla, The Oberoi Amarvilas           ,Ship,24,Married,one-way,0,5500,mobile,Debit_card,yes,5,9,7.0
1834,03-01-2022,41,Andhra Pradesh,Kakinada,IT,Leisure,Goa, Taj Nadesar Palace             ,Ship,29,Unmarried,Round-trip,4,17700,meta search,Cash,yes,8,6,7.0
2548,27-08-2022,21,Andhra Pradesh,Repalle,Finance,Leisure,Amritsar, Windermere Estate              ,Aeroplane,55,Married,Multi-city,12,28900,website,Debit_card,yes,4,9,6.5
1988,10-02-2023,55,Andhra Pradesh,Amalapuram,Finance,Leisure,Amritsar, Savoy - IHCL SeleQtions        ,Bus,41,Married,Round-trip,4,11600,meta search,Credit_card,yes,5,10,7.5
2109,19-05-2020,55,Andhra Pradesh,Narasapuram,Finance,Business,Madurai, Mayfair Darjeeling             ,Aeroplane,41,Married,Round-trip,3,9300,meta search,Cash,yes,7,10,8.5
2051,11-05-2020,77,Andhra Pradesh,Gudur,Government-sector,Leisure,Srinagar, Suryagarh                      ,Ship,62,Married,Round-trip,3,12500,mobile,Cash,yes,6,7,6.5
2867,23-07-2020,479,Andhra Pradesh,Anantapur,Arts,Leisure,Mysore, Lake Palace Resort             ,Ship,21,Unmarried,Round-trip,5,16900,mobile,Credit_card,yes,7,7,7.0
2956,29-12-2022,307,Andhra Pradesh,Rajahmundry,Finance,Leisure,Varanasi, The Himalayan                  ,Bus,53,Married,one-way,0,7800,travel agent,Credit_card,yes,8,9,8.5
1576,06-01-2023,17,Andhra Pradesh,Bhimavaram,IT,Business,Goa, Palais de Mahe                 ,Bus,23,Unmarried,Round-trip,3,14900,travel agent,Debit_card,yes,6,8,7.0
1927,07-08-2022,92,Andhra Pradesh,Eluru,Government-sector,Leisure,Srinagar, The Grand Dragon Ladakh        ,Ship,52,Married,one-way,0,6500,mobile,Cash,yes,9,10,9.5
1234,11-08-2020,20,Andhra Pradesh,Tenkasi,IT,Leisure,Goa, Ananda in the Himalayas        ,Ship,28,Married,Round-trip,5,12900,mobile,Cash,yes,6,7,6.5
2232,09-05-2021,42,Andhra Pradesh,Rayachoti,Students,Education,Kanyakumari, Acron Waterfront Resort        ,Aeroplane,19,Unmarried,Round-trip,2,9900,travel agent,Debit_card,yes,7,9,8.0
1851,15-04-2023,7,Andhra Pradesh,Kovvur,IT,Leisure,Shimla, Rambagh Palace                 ,Ship,26,Married,Round-trip,2,14900,website,Cash,yes,3,6,4.5
2412,18-11-2020,45,Andhra Pradesh,Bhimavaram,IT,Business,Shimla, The Oberoi Udaivilas           ,Ship,26,Unmarried,one-way,0,5600,meta search,Credit_card,yes,3,10,6.5
1531,07-08-2022,105,Andhra Pradesh,Tenali,Arts,Education,Mysore, The Oberoi Amarvilas           ,Aeroplane,22,Unmarried,Round-trip,3,10000,website,Debit_card,yes,6,10,8.0
1712,11-10-2020,885,Andhra Pradesh,Tadipatri,Government-sector,Leisure,Srinagar, Taj Nadesar Palace             ,Aeroplane,46,Married,Round-trip,2,13000,mobile,Debit_card,yes,7,6,6.5
2122,11-09-2021,256,Andhra Pradesh,Kadapa,Finance,Leisure,Madurai, Windermere Estate              ,Ship,50,Married,one-way,0,7100,meta search,Credit_card,yes,8,9,8.5
2221,03-05-2023,914,Andhra Pradesh,Renigunta,Students,Education,Mysore, Savoy - IHCL SeleQtions        ,Bus,17,Unmarried,one-way,0,7400,meta search,Credit_card,yes,7,9,8.0
2228,09-05-2023,65,Andhra Pradesh,Tadipatri,IT,Leisure,Shimla, Mayfair Darjeeling             ,Bus,22,Married,one-way,0,6800,mobile,Debit_card,yes,3,10,6.5
1605,07-01-2022,38,Andhra Pradesh,Narasaraopet,IT,Leisure,Goa, Suryagarh                      ,Aeroplane,20,Married,Multi-city,12,22500,website,Cash,yes,8,9,8.5
1174,05-03-2023,43,Andhra Pradesh,Gudivada,IT,Leisure,Ooty, Lake Palace Resort             ,Bus,22,Unmarried,Round-trip,4,14100,travel agent,Debit_card,yes,10,7,8.5
2402,02-04-2022,66,Andhra Pradesh,Kurnool,Finance,Leisure,Madurai, The Himalayan                  ,Bus,54,Married,Round-trip,5,14000,meta search,Debit_card,yes,8,8,8.0
1537,08-12-2020,985,Andhra Pradesh,Rajahmundry,Government-sector,Leisure,Varanasi, Palais de Mahe                 ,Bus,55,Unmarried,one-way,0,8500,mobile,Cash,yes,8,7,7.5
1534,09-10-2020,928,Andhra Pradesh,Peddapuram,Finance,Leisure,Varanasi, The Grand Dragon Ladakh        ,Aeroplane,39,Unmarried,Round-trip,2,9700,meta search,Cash,yes,10,10,10.0
2090,05-04-2023,43,Andhra Pradesh,Tadepalligudem,IT,Leisure,Shimla, Ananda in the Himalayas        ,Aeroplane,22,Unmarried,Multi-city,13,29600,travel agent,Debit_card,yes,4,9,6.5
2464,25-09-2021,140,Andhra Pradesh,Rayachoti,Arts,Leisure,Mahabalipuram, Acron Waterfront Resort        ,Bus,29,Married,Multi-city,6,11200,travel agent,Debit_card,yes,5,10,7.5
1249,15-12-2022,117,Andhra Pradesh,Gudivada,Government-sector,Leisure,Amritsar, Rambagh Palace                 ,Aeroplane,51,Married,Round-trip,3,14000,meta search,Debit_card,yes,5,7,6.0
2476,30-12-2022,327,Andhra Pradesh,Tuni,Finance,Business,Varanasi, The Oberoi Udaivilas           ,Ship,47,Married,one-way,0,5100,mobile,Cash,no,10,10,10.0
1676,24-03-2021,878,Andhra Pradesh,Eluru,Finance,Business,Madurai, The Oberoi Amarvilas           ,Aeroplane,43,Married,one-way,0,6500,travel agent,Debit_card,yes,8,9,8.5
2557,29-10-2020,40,Andhra Pradesh,Nuzvid,Students,Education,Kanyakumari, Taj Nadesar Palace             ,Bus,13,Unmarried,one-way,0,5800,meta search,Cash,yes,7,10,8.5
1905,08-11-2020,24,Andhra Pradesh,Anantapur,IT,Leisure,Goa, Windermere Estate              ,Aeroplane,20,Unmarried,Round-trip,2,10200,mobile,Debit_card,yes,6,9,7.5
2955,07-05-2023,45,Andhra Pradesh,Kovvur,IT,Leisure,Ooty, Savoy - IHCL SeleQtions        ,Bus,26,Unmarried,one-way,0,6200,website,Debit_card,yes,9,9,9.0
1167,16-06-2020,885,Andhra Pradesh,Peddapuram,Government-sector,Leisure,Srinagar, Mayfair Darjeeling             ,Aeroplane,46,Married,Round-trip,4,13400,website,Credit_card,yes,7,8,7.5
2174,09-04-2021,72,Andhra Pradesh,Machilipatnam,IT,Leisure,Goa, Suryagarh                      ,Aeroplane,21,Unmarried,Round-trip,2,11500,meta search,Debit_card,yes,7,10,8.5
1260,09-12-2021,38,Andhra Pradesh,Visakhapatnam,IT,Leisure,Coorg, Lake Palace Resort             ,Bus,20,Married,Multi-city,7,20600,mobile,Debit_card,yes,8,9,8.5
2186,13-10-2022,65,Andhra Pradesh,Chirala,IT,Leisure,Coorg, The Himalayan                  ,Aeroplane,22,Married,Round-trip,5,13000,meta search,Credit_card,yes,10,7,8.5
1010,27-06-2020,17,Andhra Pradesh,Srikakulam,IT,Leisure,Goa, Palais de Mahe                 ,Aeroplane,23,Unmarried,Multi-city,13,33400,travel agent,Credit_card,yes,6,9,7.5
2560,23-09-2020,821,Andhra Pradesh,Kovvur,Government-sector,Leisure,Amritsar, The Grand Dragon Ladakh        ,Bus,48,Unmarried,Round-trip,4,13100,travel agent,Debit_card,yes,3,7,5.0
2234,07-03-2022,338,Andhra Pradesh,Renigunta,Government-sector,Leisure,Srinagar, Ananda in the Himalayas        ,Bus,41,Unmarried,one-way,0,8300,travel agent,Debit_card,yes,7,7,7.0
1312,25-12-2020,98,Andhra Pradesh,Adoni,Students,Education,Cochin, Acron Waterfront Resort        ,Aeroplane,15,Unmarried,Round-trip,2,14600,travel agent,Credit_card,yes,9,6,7.5
1733,28-09-2021,50,Andhra Pradesh,Bheemunipatnam.,IT,Leisure,Goa, Rambagh Palace                 ,Bus,24,Married,Round-trip,5,15800,mobile,Debit_card,yes,6,8,7.0
1617,21-06-2022,42,Andhra Pradesh,Tadepalligudem,Students,Education,Cochin, The Oberoi Udaivilas           ,Bus,19,Unmarried,Round-trip,3,11500,meta search,Cash,yes,10,10,10.0
1225,02-10-2020,836,Andhra Pradesh,Tenali,Students,Education,Mysore, The Oberoi Amarvilas           ,Bus,9,Unmarried,Round-trip,5,16500,website,Cash,yes,7,6,6.5
1517,22-05-2023,73,Andhra Pradesh,Kadapa,IT,Leisure,Coorg, Taj Nadesar Palace             ,Bus,27,Unmarried,Multi-city,10,29500,travel agent,Debit_card,yes,10,10,10.0
2512,10-10-2020,234,Andhra Pradesh,Kurnool,Students,Education,Kanyakumari, Windermere Estate              ,Aeroplane,16,Unmarried,Round-trip,2,12800,mobile,Cash,yes,7,6,6.5
1814,30-12-2021,11,Andhra Pradesh,Tirupati,IT,Business,Coorg, Savoy - IHCL SeleQtions        ,Bus,23,Married,Round-trip,4,13900,travel agent,Debit_card,yes,10,6,8.0
1574,19-08-2022,346,Andhra Pradesh,Chittoor,Finance,Leisure,Varanasi, Mayfair Darjeeling             ,Ship,48,Unmarried,Multi-city,13,37100,meta search,Credit_card,yes,8,10,9.0
1913,14-09-2021,804,Andhra Pradesh,Srikakulam,Finance,Leisure,Varanasi, Suryagarh                      ,Aeroplane,61,Married,one-way,0,7700,travel agent,Credit_card,yes,8,9,8.5
1396,26-02-2022,72,Andhra Pradesh,Tirupati,IT,Leisure,Ooty, Lake Palace Resort             ,Bus,21,Unmarried,Round-trip,5,13600,mobile,Debit_card,yes,8,8,8.0
1479,30-07-2020,65,Andhra Pradesh,Narasapuram,IT,Business,Coorg, The Himalayan                  ,Ship,22,Married,Round-trip,5,16400,mobile,Debit_card,yes,10,6,8.0
1249,07-03-2023,950,Andhra Pradesh,Repalle,Finance,Leisure,Varanasi, Palais de Mahe                 ,Ship,57,Married,Multi-city,14,32300,travel agent,Credit_card,yes,9,9,9.0
1163,26-09-2020,878,Andhra Pradesh,Markapur,Finance,Leisure,Madurai, The Grand Dragon Ladakh        ,Aeroplane,43,Married,Multi-city,12,33100,mobile,Credit_card,yes,7,9,8.0
1367,04-04-2022,711,Andhra Pradesh,Tenali,Government-sector,Leisure,Amritsar, Ananda in the Himalayas        ,Aeroplane,59,Married,Multi-city,10,29800,travel agent,Cash,yes,4,9,6.5
1378,03-05-2020,256,Andhra Pradesh,Madanapalle,Finance,Leisure,Varanasi, Acron Waterfront Resort        ,Bus,50,Married,one-way,0,5900,mobile,Cash,yes,8,10,9.0
2516,17-04-2023,27,Andhra Pradesh,Tirupati,IT,Leisure,Shimla, Rambagh Palace                 ,Aeroplane,30,Married,Multi-city,10,27400,meta search,Cash,yes,5,9,7.0
1947,25-02-2021,20,Andhra Pradesh,Nellore,IT,Business,Coorg, The Oberoi Udaivilas           ,Ship,28,Married,Round-trip,5,11300,website,Cash,yes,9,9,9.0
1001,28-06-2020,356,Andhra Pradesh,Kavali,Finance,Business,Varanasi, The Oberoi Amarvilas           ,Aeroplane,42,Married,Round-trip,3,11200,meta search,Cash,yes,10,10,10.0
2005,30-08-2020,1,Andhra Pradesh,Narasaraopet,IT,Leisure,Goa, Taj Nadesar Palace             ,Bus,21,Married,one-way,0,6100,meta search,Credit_card,yes,7,10,8.5
2221,05-04-2021,878,Andhra Pradesh,Gudur,Finance,Leisure,Varanasi, Windermere Estate              ,Aeroplane,43,Married,Round-trip,4,14400,website,Debit_card,yes,8,6,7.0
1424,22-08-2022,53,Andhra Pradesh,Pithapuram,Arts,Education,Agra, Savoy - IHCL Sele,Ship,26,Married,Multi-city,11,34400,mobile,Credit_card,yes,5,9,7.0
2957,25-06-2020,633,Andhra Pradesh,Jaggayyapeta,Finance,Leisure,Madurai, Mayfair Darjeeling             ,Bus,59,Married,Multi-city,10,27400,mobile,Debit_card,yes,7,10,8.5
2778,12-04-2021,65,Andhra Pradesh,Dharmavaram,IT,Business,Goa, Suryagarh                      ,Aeroplane,22,Married,Round-trip,2,11500,meta search,Debit_card,yes,7,10,8.5
2286,29-10-2022,911,Andhra Pradesh,Renigunta,Finance,Leisure,Varanasi, Lake Palace Resort             ,Ship,42,Unmarried,one-way,0,5200,meta search,Cash,yes,9,10,9.5
1496,01-09-2021,98,Andhra Pradesh,Ponnur,Students,Education,Kanyakumari, The Himalayan                  ,Bus,15,Unmarried,Round-trip,5,12800,travel agent,Credit_card,yes,7,7,7.0
2692,31-08-2022,239,Andhra Pradesh,Bheemunipatnam.,Finance,Leisure,Varanasi, Palais de Mahe                 ,Ship,64,Married,Multi-city,14,26700,meta search,Cash,yes,8,9,8.5
1572,16-08-2021,151,Andhra Pradesh,Vijayawada,Arts,Education,Mahabalipuram, The Grand Dragon Ladakh        ,Bus,28,Married,Round-trip,4,11900,website,Debit_card,yes,4,9,6.5
2815,11-10-2022,43,Andhra Pradesh,Eluru,IT,Business,Coorg, Ananda in the Himalayas        ,Aeroplane,22,Unmarried,Round-trip,4,11300,website,Debit_card,yes,9,9,9.0
1643,01-06-2022,140,Andhra Pradesh,Kovvur,Arts,Leisure,Mysore, Acron Waterfront Resort        ,Ship,29,Married,one-way,0,8300,mobile,Credit_card,yes,6,6,6.0
1539,03-12-2020,797,Andhra Pradesh,Chirala,Arts,Education,Mahabalipuram, Rambagh Palace                 ,Aeroplane,25,Married,Round-trip,4,14800,website,Cash,yes,4,6,5.0
1019,14-10-2022,1,Andhra Pradesh,Tenali,IT,Business,Shimla, The Oberoi Udaivilas           ,Bus,21,Married,Round-trip,4,15300,travel agent,Credit_card,yes,5,7,6.0
2049,14-12-2020,72,Andhra Pradesh,Renigunta,IT,Leisure,Coorg, The Oberoi Amarvilas           ,Aeroplane,21,Unmarried,Multi-city,12,23000,travel agent,Debit_card,yes,10,9,9.5
1270,18-10-2020,50,Andhra Pradesh,Kurnool,IT,Leisure,Shimla, Taj Nadesar Palace             ,Bus,24,Married,Round-trip,3,13200,mobile,Credit_card,yes,4,7,5.5
2491,21-03-2021,5,Andhra Pradesh,Adoni,IT,Leisure,Coorg, Windermere Estate              ,Bus,24,Unmarried,Round-trip,5,14100,meta search,Credit_card,yes,8,7,7.5
2110,13-05-2022,45,Andhra Pradesh,Adoni,IT,Leisure,Shimla, Savoy - IHCL SeleQtions        ,Aeroplane,26,Unmarried,Round-trip,4,15700,travel agent,Debit_card,yes,3,6,4.5
1887,08-04-2022,290,Andhra Pradesh,Tenkasi,Finance,Leisure,Madurai, Mayfair Darjeeling             ,Ship,63,Married,one-way,0,6700,website,Cash,yes,6,10,8.0
2316,20-03-2022,72,Andhra Pradesh,Sullurpeta,IT,Leisure,Coorg, Suryagarh                      ,Ship,21,Unmarried,Multi-city,12,22400,mobile,Credit_card,yes,9,9,9.0
2863,21-12-2021,27,Andhra Pradesh,Nellore,IT,Leisure,Coorg, Lake Palace Resort             ,Ship,30,Married,Round-trip,2,13700,mobile,Cash,yes,9,7,8.0
1700,31-12-2021,377,Andhra Pradesh,Nandyal,Government-sector,Business,Srinagar, The Himalayan                  ,Aeroplane,65,Married,Round-trip,4,11800,meta search,Credit_card,yes,9,9,9.0
1387,26-08-2020,45,Andhra Pradesh,Madanapalle,IT,Leisure,Ooty, Palais de Mahe                 ,Aeroplane,26,Unmarried,Round-trip,3,14600,travel agent,Credit_card,yes,10,6,8.0
2517,05-01-2021,379,Andhra Pradesh,Narasapuram,Government-sector,Business,Amritsar, The Grand Dragon Ladakh        ,Bus,40,Unmarried,Round-trip,3,8200,meta search,Cash,yes,3,10,6.5
1588,30-06-2020,23,Andhra Pradesh,Kovvur,IT,Leisure,Ooty, Ananda in the Himalayas        ,Ship,25,Married,Round-trip,3,7700,mobile,Credit_card,yes,9,10,9.5
2445,25-06-2021,73,Andhra Pradesh,Amalapuram,IT,Leisure,Ooty, Acron Waterfront Resort        ,Aeroplane,27,Unmarried,Round-trip,5,16600,mobile,Credit_card,yes,9,7,8.0
2294,24-08-2021,804,Andhra Pradesh,Kovvur,Finance,Business,Varanasi, Rambagh Palace                 ,Ship,61,Married,Round-trip,2,9100,travel agent,Debit_card,yes,9,10,9.5
1559,20-01-2023,239,Andhra Pradesh,Visakhapatnam,Finance,Leisure,Amritsar, The Oberoi Udaivilas           ,Aeroplane,64,Married,Round-trip,5,11300,travel agent,Debit_card,yes,3,9,6.0
2349,27-05-2022,127,Andhra Pradesh,Yemmiganur,Government-sector,Leisure,Varanasi, The Oberoi Amarvilas           ,Bus,49,Married,one-way,0,10000,meta search,Credit_card,yes,8,3,5.5
1139,09-08-2021,121,Andhra Pradesh,Visakhapatnam,Government-sector,Leisure,Varanasi, Taj Nadesar Palace             ,Ship,47,Married,Round-trip,4,10800,meta search,Debit_card,yes,10,10,10.0
2285,10-07-2021,386,Andhra Pradesh,Nuzvid,Government-sector,Leisure,Varanasi, Windermere Estate              ,Aeroplane,39,Unmarried,one-way,0,7900,mobile,Debit_card,yes,8,10,9.0
1404,27-12-2021,7,Andhra Pradesh,Pithapuram,IT,Business,Coorg, Savoy - IHCL SeleQtions        ,Aeroplane,26,Married,Round-trip,2,9500,travel agent,Cash,yes,9,10,9.5
1871,04-03-2023,23,Andhra Pradesh,Renigunta,IT,Leisure,Goa, Mayfair Darjeeling             ,Aeroplane,25,Married,Multi-city,6,17500,travel agent,Credit_card,yes,8,10,9.0
1366,30-05-2022,389,Andhra Pradesh,Nuzvid,Government-sector,Leisure,Varanasi, Suryagarh                      ,Bus,45,Married,Multi-city,15,41400,mobile,Cash,yes,8,6,7.0
2040,14-04-2021,390,Andhra Pradesh,Gudur,Government-sector,Business,Srinagar, Lake Palace Resort             ,Ship,53,Unmarried,Round-trip,5,19500,travel agent,Debit_card,yes,7,8,7.5
1180,14-08-2020,35,Andhra Pradesh,Tadepalligudem,Arts,Leisure,Agra, The Himalayan                  ,Bus,27,Married,Round-trip,5,11000,mobile,Cash,yes,3,9,6.0
1640,15-07-2021,98,Andhra Pradesh,Tuni,Students,Education,Mysore, Palais de Mahe                 ,Bus,15,Unmarried,one-way,0,6900,mobile,Credit_card,yes,6,9,7.5
1103,09-08-2020,20,Andhra Pradesh,Tenkasi,IT,Leisure,Coorg, The Grand Dragon Ladakh        ,Aeroplane,28,Married,Round-trip,3,10900,mobile,Credit_card,yes,8,9,8.5
2871,14-03-2023,736,Andhra Pradesh,Kakinada,Government-sector,Leisure,Srinagar, Ananda in the Himalayas        ,Bus,40,Married,Multi-city,13,30200,mobile,Credit_card,yes,9,9,9.0
2009,06-06-2020,14,Andhra Pradesh,Tadipatri,IT,Business,Goa, Taj Exotica Resort & Spa           ,Aeroplane,29,Married,one-way,0,9600,website,Cash,yes,7,3,5.0
1130,12-01-2023,933,Andhra Pradesh,Amalapuram,Arts,Education,Mahabalipuram," Wildflower Hall, An Oberoi Resort  ",Ship,23,Married,Round-trip,4,17400,website,Cash,yes,3,6,4.5
2627,24-06-2020,891,Andhra Pradesh,Guntur,Government-sector,Leisure,Srinagar, Rambagh Palace                     ,Bus,41,Married,Multi-city,15,42900,meta search,Cash,yes,7,7,7.0
1903,03-05-2021,40,Andhra Pradesh,Ongole,Students,Education,Kanyakumari, The Oberoi Udaivilas               ,Aeroplane,13,Unmarried,Multi-city,6,10700,website,Debit_card,yes,7,10,8.5
1851,20-08-2022,77,Andhra Pradesh,Jaggayyapeta,Government-sector,Business,Amritsar, The Oberoi Amarvilas               ,Bus,62,Married,one-way,0,5300,mobile,Debit_card,yes,4,10,7.0
1468,28-12-2021,400,Andhra Pradesh,Pithapuram,Government-sector,Leisure,Varanasi, Taj Nadesar Palace                 ,Bus,38,Unmarried,Round-trip,5,12600,mobile,Credit_card,yes,9,7,8.0
2926,01-09-2020,41,Andhra Pradesh,Madanapalle,IT,Leisure,Coorg, Windermere Estate                  ,Bus,29,Unmarried,one-way,0,9300,meta search,Cash,yes,10,3,6.5
1728,19-12-2020,402,Andhra Pradesh,Markapur,Arts,Leisure,Agra, Ananda in the Himalayas            ,Ship,30,Married,one-way,0,8900,website,Debit_card,yes,4,6,5.0
1867,27-06-2022,403,Andhra Pradesh,Sullurpeta,Finance,Leisure,Madurai, Savoy - IHCL SeleQtions            ,Aeroplane,46,Married,Multi-city,7,17600,mobile,Cash,yes,6,10,8.0
1109,11-12-2022,92,Andhra Pradesh,Yemmiganur,Government-sector,Leisure,Srinagar, Mayfair Darjeeling                 ,Bus,52,Married,Multi-city,9,22300,travel agent,Credit_card,yes,9,9,9.0
1173,04-11-2022,17,Andhra Pradesh,Tadipatri,IT,Leisure,Coorg, Suryagarh                          ,Bus,23,Unmarried,Round-trip,5,14300,travel agent,Credit_card,yes,10,6,8.0
2022,27-08-2021,973,Andhra Pradesh,Chilakaluripet,Government-sector,Leisure,Amritsar, Lake Palace Resort                 ,Aeroplane,39,Married,one-way,0,9700,travel agent,Debit_card,yes,3,5,4.0
2960,11-06-2021,38,Andhra Pradesh,Visakhapatnam,IT,Leisure,Goa, The Himalayan                       ,Aeroplane,20,Married,Multi-city,6,19000,website,Debit_card,yes,7,10,8.5
1783,15-01-2023,30,Andhra Pradesh,Bheemunipatnam.,IT,Leisure,Coorg, Palais de Mahe                     ,Ship,28,Unmarried,Round-trip,5,18400,mobile,Debit_card,yes,8,8,8.0
1258,19-08-2020,800,Andhra Pradesh,Bhimavaram,Arts,Leisure,Mysore, The Grand Dragon Ladakh            ,Bus,22,Married,Round-trip,4,15100,meta search,Debit_card,yes,8,6,7.0
1788,16-03-2021,5,Andhra Pradesh,Nandyal,IT,Leisure,Shimla," Evolve Back, Hampi                 ",Ship,24,Unmarried,Round-trip,5,18300,mobile,Cash,yes,5,7,6.0
2471,18-09-2020,79,Andhra Pradesh,Nandyal,IT,Leisure,Ooty, Taj Madikeri Resort & Spa          ,Ship,25,Unmarried,one-way,0,5300,website,Cash,yes,8,10,9.0
1920,16-06-2021,786,Andhra Pradesh,Nuzvid,Arts,Leisure,Mysore, Radisson Blu Resort Temple Bay     ,Bus,27,Unmarried,Round-trip,5,11000,mobile,Credit_card,yes,6,10,8.0
2469,18-04-2023,797,Andhra Pradesh,Chittoor,Arts,Education,Mysore, The Oberoi Vanyavilas              ,Ship,25,Married,Round-trip,5,17600,travel agent,Debit_card,yes,6,7,6.5
2516,09-02-2022,414,Andhra Pradesh,Kurnool,Finance,Leisure,Amritsar, The Leela Kovalam                  ,Ship,38,Unmarried,one-way,0,5800,mobile,Cash,yes,5,9,7.0
1319,01-09-2020,950,Andhra Pradesh,Rajahmundry,Finance,Leisure,Madurai, Mayfair Spa Resort & Casino        ,Ship,57,Married,one-way,0,5300,travel agent,Debit_card,yes,7,10,8.5
1459,16-04-2021,788,Andhra Pradesh,Tuni,Students,Education,Cochin, The Lalit Temple View Khajuraho    ,Aeroplane,6,Unmarried,one-way,0,6100,travel agent,Credit_card,yes,8,10,9.0
2235,12-07-2020,17,Andhra Pradesh,Pithapuram,IT,Leisure,Ooty, The Naini Retreat                  ,Aeroplane,23,Unmarried,one-way,0,5800,website,Cash,yes,9,10,9.5
1989,12-04-2022,79,Andhra Pradesh,Markapur,IT,Business,Ooty, Taj Swarna                         ,Bus,25,Unmarried,Round-trip,3,12200,travel agent,Debit_card,yes,10,7,8.5
1867,24-12-2020,148,Andhra Pradesh,Repalle,Finance,Business,Madurai, Brunton Boatyard                    ,Bus,51,Married,Multi-city,11,30100,meta search,Cash,yes,6,9,7.5
1642,01-12-2021,552,Andhra Pradesh,Tenali,Government-sector,Business,Varanasi, Royal Orchid Metropole             ,Bus,58,Married,one-way,0,9100,travel agent,Cash,yes,8,2,5.0
1059,14-01-2021,796,Andhra Pradesh,Gudur,Government-sector,Leisure,Varanasi, Ananta Spa & Resort                ,Aeroplane,46,Unmarried,one-way,0,6200,website,Debit_card,yes,10,10,10.0
1841,28-01-2023,128,Andhra Pradesh,Jaggayyapeta,Government-sector,Leisure,Varanasi, Kumarakom Lake Resort              ,Ship,48,Married,Round-trip,2,11300,travel agent,Cash,yes,8,10,9.0
2097,22-02-2021,27,Andhra Pradesh,Sullurpeta,IT,Leisure,Goa, RAAS Jodhpur                       ,Bus,30,Married,Multi-city,14,30700,website,Debit_card,yes,7,10,8.5
2553,30-04-2023,98,Andhra Pradesh,Vijayawada,Students,Education,Mysore, Punnamada Resort                   ,Bus,15,Unmarried,Round-trip,5,11800,travel agent,Credit_card,yes,8,10,9.0
1773,22-08-2020,43,Andhra Pradesh,Narasapuram,IT,Leisure,Coorg, Mayfair Puri                       ,Aeroplane,22,Unmarried,Round-trip,3,13200,website,Debit_card,yes,10,8,9.0
2678,03-02-2023,426,Andhra Pradesh,Gudur,Finance,Leisure,Varanasi, The Gateway Hotel Pasumalai        ,Bus,44,Unmarried,Round-trip,4,12700,website,Debit_card,no,8,6,7.0
1063,30-08-2020,914,Andhra Pradesh,Narasapuram,Students,Education,Mysore, The Gopinivas Grand                ,Bus,17,Unmarried,Round-trip,5,16500,travel agent,Cash,yes,8,8,8.0
2556,18-07-2021,121,Andhra Pradesh,Pithapuram,Government-sector,Leisure,Srinagar, Blue Sea Beach Resort              ,Bus,47,Married,one-way,0,5900,travel agent,Credit_card,yes,10,10,10.0
1230,21-04-2022,45,Andhra Pradesh,Tenkasi,IT,Leisure,Ooty, The Carlton                        ,Aeroplane,26,Unmarried,Round-trip,5,18500,meta search,Credit_card,yes,8,8,8.0
2002,31-10-2020,38,Andhra Pradesh,Machilipatnam,IT,Leisure,Ooty, Gateway Varkala                    ,Ship,20,Married,Round-trip,5,17600,mobile,Credit_card,yes,8,6,7.0
2704,01-02-2023,1,Andhra Pradesh,Anantapur,IT,Business,Coorg, Kurumba Village Resort             ,Ship,21,Married,Round-trip,4,15700,website,Credit_card,yes,10,8,9.0
1699,13-12-2022,92,Andhra Pradesh,Anantapur,Government-sector,Leisure,Srinagar, The World Backwaters               ,Ship,52,Married,Round-trip,2,14700,travel agent,Cash,yes,10,6,8.0
1665,15-02-2022,147,Andhra Pradesh,Dharmavaram,Finance,Business,Amritsar, Desert Tulip Hotel & Resort        ,Ship,62,Married,Round-trip,4,19600,travel agent,Debit_card,yes,3,7,5.0
2599,27-11-2022,20,Andhra Pradesh,Nandyal,IT,Leisure,Coorg, Cama Rajputana Club Resort         ,Ship,28,Married,one-way,0,6300,travel agent,Credit_card,yes,9,9,9.0
2332,22-05-2021,30,Andhra Pradesh,Nandyal,IT,Leisure,Shimla, The Gateway Resort Pushkar Bypass  ,Bus,28,Unmarried,Round-trip,2,8900,mobile,Credit_card,yes,4,9,6.5
2956,20-07-2021,436,Andhra Pradesh,Kavali,Government-sector,Leisure,Srinagar, Ravine Hotel                       ,Ship,58,Unmarried,one-way,0,8100,website,Cash,yes,5,6,5.5
1658,19-05-2023,14,Andhra Pradesh,Chirala,IT,Leisure,Shimla, The Serai Chikmagalur             ,Aeroplane,29,Married,one-way,0,8200,meta search,Debit_card,yes,3,8,5.5
